Zip Code,Location,City,Population,People / Sq. Mile,National Rank
65753,"36.996939, -93.066854","Sparta, Missouri","3,914",54.42,"#17,625"
65622,"37.635150, -93.110192","Buffalo, Missouri","7,893",53.98,"#17,675"
65747,"36.597894, -93.571574","Shell Knob, Missouri","3,585",53.53,"#17,722"
63736,"37.066804, -89.531915","Benton, Missouri","3,211",52.8,"#17,812"
63334,"39.308441, -91.191569","Bowling Green, Missouri","8,018",52.72,"#17,823"
65668,"37.924816, -93.313305","Hermitage, Missouri","1,628",52.55,"#17,845"
65036,"38.682131, -91.605441","Gasconade, Missouri",252,52.48,"#17,857"
64863,"36.559367, -94.583340","South West City, Missouri","1,672",51.98,"#17,919"
65625,"36.676818, -93.812287","Cassville, Missouri","7,655",51.25,"#18,005"
63068,"38.565884, -91.244062","New Haven, Missouri","4,502",51.08,"#18,022"
64840,"37.012369, -94.327220","Diamond, Missouri","2,411",50.46,"#18,096"
65658,"36.540154, -93.637963","Golden, Missouri","1,019",50.41,"#18,107"
63060,"38.263874, -90.856484","Lonedell, Missouri","2,467",50.15,"#18,135"
63938,"36.519966, -90.264293","Fagus, Missouri",31,49.41,"#18,236"
63648,"37.815647, -90.686206","Irondale, Missouri","1,355",49.29,"#18,251"
63353,"39.454496, -91.113225","Louisiana, Missouri","5,244",49.21,"#18,261"
65617,"37.441639, -93.341824","Brighton, Missouri","1,377",49.05,"#18,280"
63061,"38.256978, -90.806949","Luebbering, Missouri",259,48.89,"#18,302"
65775,"36.703780, -91.858102","West Plains, Missouri","22,808",48.88,"#18,304"
64735,"38.370055, -93.743956","Clinton, Missouri","12,910",48.87,"#18,307"
64746,"38.602100, -94.496698","Freeman, Missouri","1,534",48.65,"#18,336"
64831,"36.656652, -94.448776","Anderson, Missouri","5,933",48.36,"#18,388"
65610,"37.030759, -93.530942","Billings, Missouri","4,363",48.1,"#18,427"
65633,"36.902831, -93.524713","Crane, Missouri","3,605",47.63,"#18,493"
64088,"39.151928, -94.183551","Sibley, Missouri","1,443",47.3,"#18,542"
64601,"39.805381, -93.579097","Chillicothe, Missouri","11,762",46.65,"#18,635"
65559,"38.024853, -91.610098","Saint James, Missouri","8,521",46.55,"#18,654"
63674,"38.036656, -90.659306","Tiff, Missouri",146,46.43,"#18,678"
65081,"38.644446, -92.815678","Tipton, Missouri","4,270",46.41,"#18,684"
63847,"36.441493, -90.037120","Gibson, Missouri",126,45.8,"#18,800"
63041,"38.264386, -90.774578","Grubville, Missouri",310,45.77,"#18,804"
64734,"38.654734, -94.559334","Cleveland, Missouri","1,858",45.65,"#18,824"
63829,"36.042766, -90.306619","Cardwell, Missouri","1,257",45.29,"#18,874"
63774,"37.089468, -89.764251","Perkins, Missouri",170,45.13,"#18,905"
65336,"38.785292, -93.557596","Knob Noster, Missouri","5,445",44.93,"#18,936"
63775,"37.707087, -89.883691","Perryville, Missouri","15,999",44.86,"#18,948"
63627,"38.058107, -90.235646","Bloomsdale, Missouri","2,769",44.63,"#18,980"
63839,"36.054705, -89.812586","Cooter, Missouri",526,43.86,"#19,093"
64628,"39.803035, -93.043896","Brookfield, Missouri","6,283",43.72,"#19,119"
64149,"38.861907, -94.468876","Kansas City, Missouri",384,43.66,"#19,128"
65018,"38.617511, -92.561409","California, Missouri","7,497",43.63,"#19,135"
63650,"37.622425, -90.606831","Ironton, Missouri","4,672",43.26,"#19,200"
65669,"36.910081, -93.307479","Highlandville, Missouri","1,634",43.14,"#19,222"
63349,"38.983714, -91.150553","Hawk Point, Missouri","1,335",43.02,"#19,242"
65734,"36.795214, -93.941817","Purdy, Missouri","3,221",42.53,"#19,302"
63343,"39.153537, -90.845906","Elsberry, Missouri","4,560",42.42,"#19,313"
63822,"36.663477, -90.016096","Bernie, Missouri","2,803",42.39,"#19,318"
63670,"37.901884, -90.175771","Sainte Genevieve, Missouri","11,654",42.26,"#19,347"
64465,"39.549898, -94.287621","Lathrop, Missouri","4,002",42.18,"#19,364"
63087,"37.995846, -90.432304","Valles Mines, Missouri",915,42.13,"#19,374"
65483,"37.298711, -91.944217","Houston, Missouri","4,636",42.03,"#19,380"
65679,"36.571084, -93.106614","Kirbyville, Missouri","2,393",41.91,"#19,404"
64061,"38.779438, -94.101217","Kingsville, Missouri","2,665",41.8,"#19,417"
64018,"39.454719, -94.721261","Camden Point, Missouri",913,41.78,"#19,423"
65355,"38.219545, -93.366948","Warsaw, Missouri","9,140",41.52,"#19,459"
63382,"39.312046, -91.491013","Vandalia, Missouri","4,955",41.39,"#19,476"
65647,"36.692553, -94.007438","Exeter, Missouri","2,223",41.39,"#19,477"
65604,"37.268140, -93.613081","Ash Grove, Missouri","3,729",40.5,"#19,622"
64855,"37.295478, -94.485320","Oronogo, Missouri","1,787",40.18,"#19,664"
63357,"38.656538, -91.094058","Marthasville, Missouri","4,861",40.08,"#19,677"
64454,"39.596423, -94.591810","Gower, Missouri","2,416",40.06,"#19,682"
65284,"39.186823, -92.304160","Sturgeon, Missouri","2,305",39.92,"#19,700"
65535,"38.079116, -91.280549","Leasburg, Missouri","1,564",39.79,"#19,721"
65084,"38.438023, -92.855365","Versailles, Missouri","6,410",39.76,"#19,726"
64658,"39.662965, -92.917299","Marceline, Missouri","3,629",39.36,"#19,789"
63825,"36.931174, -89.945547","Bloomfield, Missouri","4,429",39.3,"#19,799"
65723,"36.952343, -94.041341","Pierce City, Missouri","3,662",38.99,"#19,840"
63037,"38.422603, -91.316406","Gerald, Missouri","3,184",38.87,"#19,858"
65722,"37.570820, -92.724984","Phillipsburg, Missouri","1,504",38.4,"#19,927"
63013,"38.405123, -91.145996","Beaufort, Missouri","1,636",38.22,"#19,964"
65047,"38.150970, -92.578409","Kaiser, Missouri","1,271",38.09,"#19,978"
63876,"36.132271, -90.175088","Senath, Missouri","2,302",37.76,"#20,027"
65746,"37.144293, -92.789250","Seymour, Missouri","6,965",37.75,"#20,029"
65728,"36.873246, -93.344369","Ponce De Leon, Missouri",109,37.65,"#20,051"
65240,"39.223550, -92.129050","Centralia, Missouri","7,057",37.6,"#20,069"
64477,"39.576483, -94.462967","Plattsburg, Missouri","3,306",37.59,"#20,071"
65064,"38.402845, -92.471423","Olean, Missouri",627,37.42,"#20,098"
64098,"39.468076, -94.891475","Weston, Missouri","2,943",37.4,"#20,104"
63966,"36.970516, -90.260720","Wappapello, Missouri","2,437",37.29,"#20,119"
65769,"36.919096, -93.799405","Verona, Missouri","3,121",37.22,"#20,130"
63933,"36.519181, -90.111928","Campbell, Missouri","3,776",37.16,"#20,138"
64040,"38.713406, -93.988181","Holden, Missouri","6,050",36.9,"#20,179"
65066,"38.330979, -91.483873","Owensville, Missouri","6,520",36.87,"#20,190"
64097,"39.112332, -93.974109","Wellington, Missouri","1,515",36.84,"#20,195"
63739,"37.358550, -89.800258","Burfordville, Missouri",621,36.81,"#20,200"
65612,"37.215241, -93.540109","Bois D Arc, Missouri","1,264",36.24,"#20,311"
64444,"39.471640, -94.650976","Edgerton, Missouri","1,433",36.17,"#20,324"
65053,"38.541224, -92.369637","Lohman, Missouri","1,169",36.11,"#20,336"
63879,"36.353355, -89.796047","Wardell, Missouri",910,35.82,"#20,402"
65745,"36.532347, -93.929549","Seligman, Missouri","2,360",35.82,"#20,403"
63438,"39.968514, -91.687967","Durham, Missouri",518,35.79,"#20,409"
65656,"36.779671, -93.507741","Galena, Missouri","5,709",35.71,"#20,420"
63939,"36.654881, -90.686879","Fairdealing, Missouri","1,381",35.41,"#20,477"
64862,"37.100665, -94.119523","Sarcoxie, Missouri","3,091",35.32,"#20,490"
64683,"40.076727, -93.609971","Trenton, Missouri","8,323",35.29,"#20,495"
64842,"36.800210, -94.106181","Fairview, Missouri",865,35.29,"#20,496"
64492,"39.509610, -94.559699","Trimble, Missouri","1,150",34.93,"#20,556"
64856,"36.548954, -94.252855","Pineville, Missouri","3,734",34.71,"#20,589"
63862,"36.548810, -89.749929","Lilbourn, Missouri","1,771",34.67,"#20,599"
65710,"37.485556, -93.421088","Morrisville, Missouri","1,129",34.63,"#20,609"
65459,"38.020992, -92.098770","Dixon, Missouri","7,793",34.42,"#20,646"
63461,"39.801374, -91.579013","Palmyra, Missouri","5,571",34.27,"#20,673"
63823,"36.885675, -89.445033","Bertrand, Missouri","1,156",34.25,"#20,679"
65274,"39.015799, -92.686203","New Franklin, Missouri","1,757",34.04,"#20,707"
63955,"36.603650, -90.680840","Oxly, Missouri",263,33.88,"#20,743"
64421,"39.911300, -94.924259","Amazonia, Missouri",869,33.73,"#20,769"
64725,"38.495991, -94.386890","Archie, Missouri","1,785",33.69,"#20,781"
65039,"38.712565, -92.293736","Hartsburg, Missouri","2,156",33.64,"#20,792"
63784,"36.986759, -89.694189","Vanduser, Missouri",272,33.45,"#20,832"
65051,"38.475369, -91.810469","Linn, Missouri","4,693",33.41,"#20,842"
65063,"38.728539, -92.093495","New Bloomfield, Missouri","2,837",33.27,"#20,871"
65754,"36.834616, -93.277591","Spokane, Missouri",737,33.09,"#20,917"
64401,"39.625258, -94.709161","Agency, Missouri","1,426",33.03,"#20,931"
63056,"38.400696, -91.214245","Leslie, Missouri","2,031",32.89,"#20,961"
65054,"38.478929, -91.951245","Loose Creek, Missouri",554,32.47,"#21,040"
64020,"38.969942, -93.592203","Concordia, Missouri","3,536",32.45,"#21,043"
63877,"36.079702, -89.857084","Steele, Missouri","4,088",31.94,"#21,151"
65711,"37.176383, -92.275679","Mountain Grove, Missouri","9,463",31.88,"#21,165"
65548,"37.008700, -91.704883","Mountain View, Missouri","5,507",31.73,"#21,192"
65452,"37.971664, -92.285943","Crocker, Missouri","2,914",31.49,"#21,239"
65680,"36.642374, -92.990689","Kissee Mills, Missouri",960,31.41,"#21,252"
65704,"37.127620, -92.586107","Mansfield, Missouri","3,739",31.25,"#21,288"
65023,"38.653901, -92.396296","Centertown, Missouri","1,520",31.19,"#21,307"
63036,"37.970090, -90.368494","French Village, Missouri",961,31.03,"#21,347"
63448,"40.015964, -91.542113","La Grange, Missouri","1,679",31.01,"#21,354"
64745,"38.151260, -94.507744","Foster, Missouri",51,30.97,"#21,365"
65074,"38.477360, -92.467491","Russellville, Missouri","2,827",30.92,"#21,383"
63351,"38.860008, -91.319315","Jonesburg, Missouri","1,595",30.81,"#21,404"
63852,"36.375579, -90.008998","Holcomb, Missouri","1,535",30.75,"#21,420"
64744,"37.849165, -93.982609","El Dorado Springs, Missouri","7,985",30.68,"#21,436"
65791,"36.546217, -91.564476","Thayer, Missouri","4,267",30.68,"#21,437"
64747,"38.578826, -94.182182","Garden City, Missouri","3,785",30.63,"#21,450"
64074,"39.089949, -94.086263","Napoleon, Missouri",569,30.62,"#21,452"
65360,"38.521569, -93.512850","Windsor, Missouri","4,722",30.49,"#21,478"
63945,"36.627492, -90.529434","Harviell, Missouri","1,171",30.2,"#21,540"
65644,"37.510937, -93.038245","Elkland, Missouri","2,509",30,"#21,587"
64448,"39.596748, -94.822765","Faucett, Missouri","1,133",29.96,"#21,595"
65085,"38.398267, -92.060859","Westphalia, Missouri","1,061",29.81,"#21,637"
65050,"38.540286, -92.688708","Latham, Missouri",567,29.75,"#21,648"
63821,"36.041693, -90.223684","Arbyrd, Missouri",999,29.72,"#21,659"
64759,"37.521813, -94.267098","Lamar, Missouri","8,151",29.59,"#21,689"
65676,"36.580592, -92.607456","Isabella, Missouri",549,29.57,"#21,695"
65279,"39.017450, -92.531705","Rocheport, Missouri","1,471",29.56,"#21,697"
63664,"37.917503, -90.914269","Potosi, Missouri","8,525",29.46,"#21,716"
63764,"37.314855, -89.987815","Marble Hill, Missouri","5,784",29.19,"#21,763"
63435,"40.215966, -91.588119","Canton, Missouri","4,261",29.16,"#21,769"
64439,"39.524413, -94.753373","Dearborn, Missouri","1,490",29.15,"#21,771"
63373,"38.928157, -90.407025","Portage Des Sioux, Missouri",685,28.99,"#21,798"
65661,"37.462825, -93.838004","Greenfield, Missouri","2,728",28.98,"#21,800"
63771,"37.071612, -89.703733","Oran, Missouri","2,852",28.89,"#21,824"
63953,"36.596037, -90.623197","Naylor, Missouri","1,648",28.83,"#21,842"
64084,"39.384345, -94.066883","Rayville, Missouri","1,447",28.78,"#21,851"
63957,"37.160766, -90.664667","Piedmont, Missouri","5,520",28.56,"#21,902"
63433,"39.560628, -91.184753","Ashburn, Missouri",56,28.54,"#21,905"
65231,"39.019466, -91.895155","Auxvasse, Missouri","3,076",28.38,"#21,936"
63532,"39.760888, -92.572883","Bevier, Missouri","1,367",28.3,"#21,960"
65016,"38.564017, -91.926345","Bonnots Mill, Missouri","1,265",28.29,"#21,961"
65256,"39.121230, -92.456512","Harrisburg, Missouri","1,518",28.25,"#21,969"
65040,"38.351846, -92.320302","Henley, Missouri","1,265",28.22,"#21,980"
65770,"37.422627, -93.548226","Walnut Grove, Missouri","2,753",28.16,"#21,994"
64077,"39.224578, -94.139126","Orrick, Missouri","1,978",27.89,"#22,062"
63645,"37.543131, -90.317480","Fredericktown, Missouri","10,713",27.88,"#22,064"
63960,"36.956940, -90.131465","Puxico, Missouri","3,156",27.87,"#22,068"
65032,"38.293713, -92.417716","Eugene, Missouri","1,427",27.82,"#22,076"
65779,"37.977567, -93.378863","Wheatland, Missouri","1,913",27.7,"#22,109"
65350,"38.661253, -93.092285","Smithton, Missouri","1,490",27.47,"#22,151"
64742,"38.508095, -94.541195","Drexel, Missouri","2,140",27.45,"#22,156"
63459,"39.584494, -91.382316","New London, Missouri","3,802",27.41,"#22,163"
63848,"36.436436, -89.887815","Gideon, Missouri","1,533",27.34,"#22,188"
65017,"38.092140, -92.494369","Brumley, Missouri","1,472",27.2,"#22,217"
63940,"36.768003, -90.227674","Fisk, Missouri","1,377",27.17,"#22,229"
64644,"39.731055, -93.973869","Hamilton, Missouri","2,935",27.11,"#22,243"
63730,"37.102446, -89.908862","Advance, Missouri","3,328",27.05,"#22,256"
65674,"37.791412, -93.621620","Humansville, Missouri","2,479",27.04,"#22,258"
65349,"39.231822, -93.067179","Slater, Missouri","2,737",26.87,"#22,289"
65759,"36.755579, -92.999648","Taneyville, Missouri","1,164",26.78,"#22,316"
65486,"38.108287, -92.328061","Iberia, Missouri","3,049",26.78,"#22,317"
65248,"39.138606, -92.660133","Fayette, Missouri","4,596",26.76,"#22,321"
64096,"39.208822, -93.552504","Waverly, Missouri","1,155",26.76,"#22,322"
65685,"37.752300, -93.166953","Louisburg, Missouri",967,26.68,"#22,342"
63783,"37.606007, -89.681839","Uniontown, Missouri",161,26.22,"#22,438"
63384,"39.092528, -91.553592","Wellsville, Missouri","2,117",26.01,"#22,493"
64161,"39.163907, -94.449106","Kansas City, Missouri",427,25.94,"#22,517"
64633,"39.346226, -93.475178","Carrollton, Missouri","5,610",25.94,"#22,518"
65772,"36.592579, -94.042964","Washburn, Missouri","2,315",25.88,"#22,539"
64720,"38.404277, -94.335778","Adrian, Missouri","3,618",25.78,"#22,578"
64866,"36.869577, -94.156423","Stark City, Missouri","1,326",25.64,"#22,618"
63361,"38.955726, -91.553419","Montgomery City, Missouri","4,271",25.61,"#22,627"
63932,"36.697312, -90.250354","Broseley, Missouri","1,362",25.6,"#22,630"
65689,"37.135811, -92.090889","Cabool, Missouri","4,755",25.55,"#22,641"
65632,"37.503896, -92.819570","Conway, Missouri","2,770",25.49,"#22,652"
65789,"36.814685, -91.937861","Pomona, Missouri","1,889",25.48,"#22,656"
65557,"37.507867, -92.091343","Roby, Missouri",166,25.4,"#22,673"
65756,"37.098035, -93.973906","Stotts City, Missouri",790,25.33,"#22,688"
63445,"40.395662, -91.732212","Kahoka, Missouri","4,067",25.22,"#22,711"
65441,"38.088696, -91.147077","Bourbon, Missouri","4,529",25.09,"#22,740"
65236,"39.456463, -93.086382","Brunswick, Missouri","1,460",25.09,"#22,741"
65243,"39.268467, -92.354425","Clark, Missouri","2,451",25.03,"#22,752"
63769,"37.517357, -89.751743","Oak Ridge, Missouri","1,300",24.95,"#22,769"
65013,"38.269917, -91.752129","Belle, Missouri","3,218",24.93,"#22,777"
63454,"39.922981, -91.650377","Maywood, Missouri",869,24.86,"#22,792"
65083,"38.142872, -92.443872","Ulman, Missouri",292,24.85,"#22,796"
65011,"38.389067, -92.713345","Barnett, Missouri","2,123",24.78,"#22,806"
64071,"39.036190, -93.827186","Mayview, Missouri",745,24.74,"#22,814"
65787,"38.083359, -92.917859","Roach, Missouri","1,104",24.66,"#22,831"
64424,"40.260657, -94.034735","Bethany, Missouri","4,165",24.58,"#22,852"
64730,"38.255967, -94.283818","Butler, Missouri","7,174",24.46,"#22,877"
63345,"39.275042, -91.557765","Farber, Missouri",512,24.45,"#22,881"
65707,"37.235900, -93.823990","Miller, Missouri","2,117",24.19,"#22,934"
64164,"39.338175, -94.624160","Kansas City, Missouri",239,24.05,"#22,971"
65556,"37.840992, -92.407141","Richland, Missouri","5,065",24.04,"#22,974"
65041,"38.632996, -91.489763","Hermann, Missouri","5,842",24.01,"#22,984"
64490,"39.731215, -94.514713","Stewartsville, Missouri","2,132",23.98,"#22,993"
63834,"36.933989, -89.285847","Charleston, Missouri","6,051",23.89,"#23,013"
64859,"37.164209, -94.113408","Reeds, Missouri","1,151",23.87,"#23,021"
64019,"38.777542, -93.865281","Centerview, Missouri","2,220",23.85,"#23,025"
65641,"36.571748, -93.752911","Eagle Rock, Missouri","1,378",23.8,"#23,041"
64867,"36.721123, -94.234359","Stella, Missouri","1,397",23.74,"#23,054"
65767,"37.852256, -93.155931","Urbana, Missouri","1,931",23.72,"#23,055"
63845,"36.684560, -89.336580","East Prairie, Missouri","5,853",23.69,"#23,064"
64443,"39.751634, -94.648908","Easton, Missouri","1,075",23.66,"#23,077"
65729,"36.523501, -92.562324","Pontiac, Missouri",223,23.65,"#23,078"
65259,"39.469541, -92.568200","Huntsville, Missouri","2,714",23.38,"#23,136"
64436,"39.857727, -94.691859","Cosby, Missouri",811,23.32,"#23,148"
65059,"38.705635, -91.891267","Mokane, Missouri",786,23.24,"#23,160"
63350,"38.904226, -91.351355","High Hill, Missouri",551,23.22,"#23,166"
65649,"37.618433, -93.611523","Fair Play, Missouri","1,393",23.21,"#23,170"
65351,"38.994268, -93.381217","Sweet Springs, Missouri","2,614",23.21,"#23,171"
64459,"39.928943, -94.649389","Helena, Missouri",553,23.14,"#23,185"
63370,"39.080576, -91.223333","Olney, Missouri",41,23.13,"#23,188"
63673,"37.825276, -90.014166","Saint Mary, Missouri","2,042",23.09,"#23,198"
65609,"36.542529, -92.151702","Bakersfield, Missouri",752,23,"#23,231"
65785,"37.708475, -93.825054","Stockton, Missouri","5,062",22.96,"#23,240"
63766,"37.444017, -89.851486","Millersville, Missouri",944,22.95,"#23,245"
63091,"38.379132, -91.392587","Rosebud, Missouri","1,228",22.65,"#23,322"
65608,"36.908604, -92.660380","Ava, Missouri","9,061",22.47,"#23,378"
63456,"39.656470, -91.728331","Monroe City, Missouri","4,208",22.43,"#23,391"
65338,"38.360286, -93.289805","Lincoln, Missouri","2,866",22.25,"#23,446"
65771,"36.778058, -93.203194","Walnut Shade, Missouri",896,22.2,"#23,456"
65035,"38.347899, -91.924208","Freeburg, Missouri","1,599",22.13,"#23,479"
65239,"39.533520, -92.432043","Cairo, Missouri","1,223",22.12,"#23,481"
63567,"40.424368, -92.715620","Worthington, Missouri",145,22.12,"#23,484"
65337,"38.794493, -93.431379","La Monte, Missouri","1,941",22.07,"#23,491"
65078,"38.389492, -93.022188","Stover, Missouri","3,447",22.03,"#23,502"
64873,"37.010659, -94.053847","Wentworth, Missouri",933,21.96,"#23,523"
63873,"36.404691, -89.652396","Portageville, Missouri","5,175",21.89,"#23,546"
65793,"37.004210, -91.951306","Willow Springs, Missouri","6,019",21.82,"#23,566"
64017,"39.197836, -94.027381","Camden, Missouri",487,21.74,"#23,586"
63631,"37.741997, -90.788369","Caledonia, Missouri",953,21.68,"#23,604"
63943,"36.818373, -90.769662","Grandin, Missouri",871,21.63,"#23,620"
65542,"37.495709, -91.883745","Licking, Missouri","4,650",21.63,"#23,621"
65324,"38.126812, -93.029914","Climax Springs, Missouri","1,461",21.59,"#23,633"
63014,"38.651805, -91.313445","Berger, Missouri",840,21.46,"#23,674"
63332,"38.615820, -90.892680","Augusta, Missouri","1,163",21.43,"#23,682"
63782,"37.130115, -90.047783","Sturdivant, Missouri",375,21.38,"#23,700"
65560,"37.587539, -91.510050","Salem, Missouri","13,421",21.35,"#23,708"
65713,"37.405733, -92.739217","Niangua, Missouri","2,403",21.28,"#23,726"
63935,"36.675603, -90.921127","Doniphan, Missouri","9,661",21.18,"#23,752"
63387,"39.168733, -91.026437","Whiteside, Missouri",95,21.16,"#23,757"
64640,"39.897693, -93.949302","Gallatin, Missouri","3,185",21.11,"#23,771"
65280,"39.218776, -91.731274","Rush Hill, Missouri",193,21.06,"#23,782"
65325,"38.439774, -93.189165","Cole Camp, Missouri","2,885",20.94,"#23,816"
64470,"40.160107, -95.229189","Mound City, Missouri","1,650",20.93,"#23,820"
64036,"39.205256, -93.929071","Henrietta, Missouri",474,20.89,"#23,829"
64620,"39.899627, -94.102867","Altamont, Missouri",461,20.83,"#23,845"
65076,"38.363207, -92.211554","Saint Thomas, Missouri",891,20.79,"#23,854"
63622,"37.791060, -90.907437","Belgrade, Missouri",904,20.67,"#23,888"
64671,"39.531881, -94.050775","Polo, Missouri","1,780",20.65,"#23,897"
65663,"37.586021, -93.235620","Half Way, Missouri","1,906",20.53,"#23,935"
64763,"38.144005, -93.711500","Lowry City, Missouri","1,450",20.5,"#23,943"
63732,"37.577851, -89.573328","Altenburg, Missouri",634,20.43,"#23,963"
63468,"39.679710, -92.018554","Shelbina, Missouri","2,949",20.29,"#23,996"
65348,"38.712427, -92.989910","Otterville, Missouri","1,407",20.29,"#23,998"
63760,"37.242876, -89.917411","Leopold, Missouri",646,20.08,"#24,054"
63785,"37.266837, -89.822213","Whitewater, Missouri",871,20.06,"#24,058"
64440,"39.577197, -94.925388","De Kalb, Missouri",744,20.04,"#24,065"
65001,"38.282228, -92.023400","Argyle, Missouri",461,20,"#24,079"
64483,"40.045149, -94.847354","Rosendale, Missouri",682,19.95,"#24,097"
64649,"39.773347, -94.086390","Kidder, Missouri",766,19.84,"#24,123"
64761,"38.601551, -93.683114","Leeton, Missouri","1,485",19.73,"#24,154"
65786,"37.952816, -92.952115","Macks Creek, Missouri","2,064",19.68,"#24,169"
63743,"37.523800, -89.818915","Daisy, Missouri",46,19.63,"#24,180"
64491,"40.467390, -95.337778","Tarkio, Missouri","2,350",19.58,"#24,196"
65567,"37.865133, -92.535705","Stoutland, Missouri","1,284",19.54,"#24,211"
64739,"38.511280, -94.096624","Creighton, Missouri",904,19.49,"#24,228"
65354,"38.678154, -92.918056","Syracuse, Missouri",262,19.45,"#24,241"
65590,"37.636437, -92.973925","Long Lane, Missouri","1,565",19.43,"#24,246"
63363,"38.883906, -91.454906","New Florence, Missouri","1,648",19.43,"#24,247"
65254,"39.276405, -92.791036","Glasgow, Missouri","2,030",19.24,"#24,311"
65701,"36.795787, -92.775526","Mc Clurg, Missouri",25,19.23,"#24,314"
65777,"36.526802, -91.988836","Moody, Missouri",337,19.21,"#24,323"
65080,"38.636261, -91.978927","Tebbetts, Missouri",762,19.06,"#24,370"
64689,"39.869518, -94.152185","Winston, Missouri",558,19,"#24,390"
63549,"40.015484, -92.498179","La Plata, Missouri","2,585",18.97,"#24,401"
64430,"39.838990, -94.565539","Clarksdale, Missouri",800,18.94,"#24,410"
63386,"38.870227, -90.219634","West Alton, Missouri",598,18.92,"#24,415"
65620,"37.017469, -92.955719","Bruner, Missouri",379,18.85,"#24,436"
64469,"39.931296, -94.361173","Maysville, Missouri","2,177",18.75,"#24,471"
64740,"38.226188, -93.703771","Deepwater, Missouri","1,965",18.74,"#24,472"
65565,"37.893625, -91.242232","Steelville, Missouri","5,280",18.71,"#24,484"
64861,"36.695352, -94.154072","Rocky Comfort, Missouri","1,052",18.55,"#24,526"
65717,"37.064659, -92.407746","Norwood, Missouri","2,374",18.54,"#24,531"
64022,"39.201655, -93.672247","Dover, Missouri",145,18.53,"#24,533"
65646,"37.333448, -93.703246","Everton, Missouri","1,881",18.41,"#24,570"
64648,"39.986285, -93.812341","Jamesport, Missouri","2,019",18.38,"#24,575"
65774,"37.922482, -93.492385","Weaubleau, Missouri","1,097",18.37,"#24,579"
65630,"36.831783, -93.212521","Chestnutridge, Missouri",159,18.21,"#24,633"
63747,"37.553730, -89.816264","Friedheim, Missouri",388,18.15,"#24,655"
64402,"40.255454, -94.329775","Albany, Missouri","2,564",18.09,"#24,676"
63030,"38.124692, -90.746292","Fletcher, Missouri",346,18.08,"#24,684"
65650,"37.813060, -93.453181","Flemington, Missouri","1,153",17.96,"#24,706"
63333,"39.035280, -91.320376","Bellflower, Missouri",835,17.9,"#24,724"
63870,"36.621298, -89.844043","Parma, Missouri","1,347",17.81,"#24,757"
63961,"36.567208, -90.277076","Qulin, Missouri","1,647",17.75,"#24,769"
63781,"37.527511, -89.926219","Sedgewickville, Missouri","1,072",17.73,"#24,776"
65281,"39.460584, -92.805726","Salisbury, Missouri","3,230",17.69,"#24,789"
63381,"38.996676, -91.253874","Truxton, Missouri",494,17.69,"#24,791"
64021,"39.114935, -93.637442","Corder, Missouri",785,17.64,"#24,804"
65589,"37.246602, -91.828351","Yukon, Missouri",272,17.54,"#24,837"
63555,"40.486404, -92.193179","Memphis, Missouri","3,309",17.49,"#24,857"
65257,"39.282824, -92.528667","Higbee, Missouri","1,561",17.48,"#24,860"
63626,"38.055815, -90.628156","Blackwell, Missouri",142,17.46,"#24,864"
63537,"40.158886, -92.156537","Edina, Missouri","1,910",17.43,"#24,876"
64755,"37.331360, -94.296391","Jasper, Missouri","2,689",17.4,"#24,884"
63662,"37.532424, -90.050025","Patton, Missouri","1,162",17.39,"#24,890"
65667,"37.308459, -92.514047","Hartville, Missouri","3,146",17.34,"#24,907"
64722,"38.278074, -94.542511","Amoret, Missouri",518,17.31,"#24,921"
63751,"37.311386, -90.124472","Glenallen, Missouri","1,029",17.26,"#24,935"
64484,"39.561200, -95.017149","Rushville, Missouri","1,203",17.26,"#24,938"
65034,"38.559677, -92.818106","Fortuna, Missouri",584,17.2,"#24,954"
63377,"39.107191, -91.096214","Silex, Missouri","2,164",17.16,"#24,972"
65534,"37.690279, -92.284280","Laquey, Missouri",723,17.12,"#24,983"
65760,"36.628783, -92.270071","Tecumseh, Missouri",624,17.04,"#25,006"
64489,"40.236887, -94.547271","Stanberry, Missouri","2,020",16.99,"#25,015"
65275,"39.453066, -91.994965","Paris, Missouri","2,772",16.97,"#25,024"
64482,"40.458126, -95.555082","Rock Port, Missouri","2,216",16.96,"#25,030"
65640,"37.698467, -93.566848","Dunnegan, Missouri",763,16.91,"#25,046"
63071,"38.132269, -90.851685","Richwoods, Missouri","1,063",16.78,"#25,085"
63855,"36.069107, -90.056809","Hornersville, Missouri","1,235",16.75,"#25,096"
63556,"40.176075, -93.112340","Milan, Missouri","3,933",16.64,"#25,127"
64494,"39.989408, -94.609608","Union Star, Missouri",989,16.62,"#25,134"
65025,"38.675948, -92.690020","Clarksburg, Missouri",817,16.49,"#25,168"
65276,"38.849568, -92.952563","Pilot Grove, Missouri","1,505",16.46,"#25,181"
65075,"38.253165, -92.264926","Saint Elizabeth, Missouri",790,16.45,"#25,186"
65626,"36.594943, -92.130859","Caulfield, Missouri","1,678",16.41,"#25,197"
65014,"38.322769, -91.624636","Bland, Missouri","2,348",16.33,"#25,228"
65332,"38.625322, -93.412048","Green Ridge, Missouri","1,440",16.3,"#25,238"
65591,"37.975287, -92.583573","Montreal, Missouri",834,16.27,"#25,244"
65082,"38.219449, -92.425753","Tuscumbia, Missouri","1,171",16.25,"#25,252"
